Generation,GenerationBestReward,AverageReward
0,0.0000,-1.0040
1,-0.0023,-0.1919
2,844.9250,7.6177
3,-0.0019,-1.2486
4,-0.0013,-1.2863
5,-0.0011,-1.0034
6,-0.0013,-1.2211
7,1498.8180,13.7926
8,1610.1970,58.2785
9,1688.8500,237.6790
10,1734.7700,425.1922
11,1782.2010,539.1044
12,1810.2880,507.5357
13,1922.9400,646.9426
14,1944.2450,660.9702
15,1986.9660,643.0546
16,1992.0730,612.2817
17,2012.1930,463.8926
18,2020.8930,608.4050
19,2015.7910,544.4358
20,2016.6070,490.5870
