Generation,GenerationBestReward,AverageReward
350,0.0000,-0.0168
351,-0.0021,-0.0291
352,1882.3970,121.4939
353,1810.0930,148.2791
354,1815.3410,256.1668
355,1823.0040,401.2970
356,1848.3870,1055.2970
357,1864.5030,560.7550
358,1898.9420,884.9681
359,1901.3900,830.2749
